method,url,headers,body,user_agent,label
GET,"/search?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,"/search?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/api/v1/users?q=' OR 1=1--,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
GET,/login?q=; ls -la,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/,Host: example.com; Accept: */*,username=user576&password=pass712,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nmap Scripting Engine,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
POST,/checkout,Host: example.com; Accept: */*,username=user776&password=pass267,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
POST,/login,Host: example.com; Accept: */*,username=user381&password=pass729,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/index.php,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
POST,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
PUT,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/home,Host: example.com; Accept: */*,username=user342&password=pass961,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/admin,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nikto/2.1.6,1
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
POST,/login,Host: example.com; Accept: */*,username=user691&password=pass889,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/search?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/index.php?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/login,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user638&password=pass830,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nmap Scripting Engine,1
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,Nikto/2.1.6,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
DELETE,/search,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
GET,/index.php?q=&& whoami,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user977&password=pass76,Mozilla/5.0 (Linux; Android 11),0
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
POST,/search?q=phone,Host: example.com; Accept: */*,username=user448&password=pass668,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
PUT,/admin,Host: example.com; Accept: */*,input=admin'--,sqlmap/1.5.2,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/search,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
PUT,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
POST,/cart,Host: example.com; Accept: */*,username=user776&password=pass392,Mozilla/5.0 (Linux; Android 11),0
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,"/api/v1/users?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nmap Scripting Engine,1
DELETE,/login,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
DELETE,/admin,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user232&password=pass917,Mozilla/5.0 (Linux; Android 11),0
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/search,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/admin?q=../../../../etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
POST,/home,Host: example.com; Accept: */*,username=user311&password=pass41,Mozilla/5.0 (Linux; Android 11),0
GET,/login?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/login?q=' OR 'x'='x,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=; ls -la,Nikto/2.1.6,1
PUT,/admin,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/index.php,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
POST,/checkout,Host: example.com; Accept: */*,username=user282&password=pass324,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
GET,/search?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/blog/article-1,Host: example.com; Accept: */*,username=user890&password=pass471,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,"/login?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/admin,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
DELETE,/admin,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,sqlmap/1.5.2,1
GET,/api/v1/users?q=../../../../etc/passwd,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
GET,/login?q=; ls -la,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/login,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
GET,/search?q=' OR 'x'='x,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/search,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nmap Scripting Engine,1
POST,/home,Host: example.com; Accept: */*,username=user877&password=pass858,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/admin,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
PUT,/index.php,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
POST,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/login?q=<img src=x onerror=alert(1)>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/index.php?q=../../../../etc/passwd,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/login,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/admin?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,sqlmap/1.5.2,1
DELETE,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,input=..\..\..\windows\system32,sqlmap/1.5.2,1
POST,/products?id=123,Host: example.com; Accept: */*,username=user314&password=pass756,Mozilla/5.0 (Linux; Android 11),0
GET,/login?q=&& whoami,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/admin,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user404&password=pass170,Mozilla/5.0 (Linux; Android 11),0
GET,/search?q=' OR 1=1--,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/api/v1/users,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
POST,/,Host: example.com; Accept: */*,username=user278&password=pass544,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nikto/2.1.6,1
GET,/admin?q=; ls -la,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/login,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/admin,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
GET,/index.php?q=| cat /etc/passwd,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/index.php,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
POST,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nmap Scripting Engine,1
POST,/home,Host: example.com; Accept: */*,username=user148&password=pass970,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
PUT,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
PUT,/index.php,Host: example.com; Accept: */*,input=; ls -la,Nmap Scripting Engine,1
POST,/home,Host: example.com; Accept: */*,username=user975&password=pass781,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/api/v1/users?q=&& whoami,Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/api/v1/users?q=' OR 'x'='x,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/search,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/profile,Host: example.com; Accept: */*,username=user418&password=pass539,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nmap Scripting Engine,1
DELETE,/index.php,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/index.php,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
GET,/login?q=' OR 'x'='x,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,Nmap Scripting Engine,1
PUT,/index.php,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
PUT,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/api/v1/users?q=| cat /etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/search,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
POST,/products?id=123,Host: example.com; Accept: */*,username=user247&password=pass864,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/checkout,Host: example.com; Accept: */*,username=user168&password=pass143,Mozilla/5.0 (Linux; Android 11),0
PUT,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
PUT,/admin,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nmap Scripting Engine,1
PUT,/index.php,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
POST,/search?q=phone,Host: example.com; Accept: */*,username=user599&password=pass154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
